sentence,label
한경연 4차산업혁명 구인난 심각...인력 경쟁력도 낮아,positive
2022년 6.4만개 사회적 일자리 창출 청년 취약계층 포용,positive
유럽_ 사상최대 고용감소 550만개 일자리 사라져,positive
코로나 후폭풍_ 7월 신규 실업자 60만명 돌파 10년 만에 최대 ,positive
제약 바이오 10곳 중 8곳 고용 늘려...증가수 1위는 셀트리온,neutral
고용절벽 몰린 청년들_ 취업준비부터 '양극화',positive
'직고용' 맞나?...인천공항_ 첫발부터 대량 해고 사태,positive
고액컨설팅에 밀리고 노인일자리 우대에 치이고...청년취업 두가지 양극화,positive
 실업대란에도 10명 중 4명 입사포기 80%가 ,positive
올 하반기 10개 기업중 6곳만 신입사원 뽑고 채용규모는 3분의 1가량 줄어,positive
'코로나 쇼크' 하반기 상장사 신입 채용계획 57.2% 수준 '뚝',positive
하반기 대졸 일자리 기상도...금융보험 맑음 _ 여행항공 천둥번개 ,neutral
이스타항공_ 인력 70% 감축한다 매각 선결 작업 착수,positive
이스타항공_ 인력감축 본격...직원 700여 명 구조조정,positive
400명만 남기고 정리 이스타항공_ 대규모 구조조정 진행,positive
이스타항공 직원 절반 감축 LCC 해고대란 터지나,positive
상반기 취업자 작년보다 5만9000명 감소,positive
대기업 채용계획 30% 낮출 때_ 벤처는 3만명 더 뽑았다,neutral
이스타항공_ 직원절반 감축 코로나19 재확산까지 겹쳐 '고용대란' 우려,positive
코로나 탓에 실직 실업급여 올 1만2291건 속여 타갔다,positive
코로나로 일 없어요 상반기 취업 10년만에 감소,positive
하반기 고용 시장_ 더 얼어붙는다,positive
현대경제 올 성장률 -0.5%...일자리 68만개 감소,positive
상반기 실업률 1위 구미 오산...도시 코로나 타격컸다,positive
LH_ 대한민국 공감경영대상 일자리창출 최우수기관,neutral
부산 중소기업 10곳 중 7곳 올 하반기 채용 계획 없다,positive
상반기 고용 충격 경기도에 집중... 청년층 비중 큰 탓,positive
코로나로 올 GDP -67.2조...일자리 67.8만개 ,positive
상반기 경기지역 4개 고용률 전국 최하 코로나 직격탄,positive
코로나 고용 충격_ 농어촌보다 도시가 더 커 청년층 직격탄,positive
코로나19발 고용 충격_ 시군 지역에서도 청년층 강타,positive
이스타항공 대량해고에 노조 반발_ 이상직 있는 국회 앞서 해고 철회하라 ,positive
1분기 2030 일자리 6만개 줄었다,positive
코로나 쇼크 청년일자리 6만개 사라졌다,positive
임금근로일자리_ 전년 1/4분기 대비 늘었지만 4/4분기 비해 축소,neutral
코로나 전에도 일자리는 정부 의존 노인 재정일자리만 급증,positive
당진시 상반기 고용률 68.1% 9년 연속 전국 기초 시 2위,neutral
당진시_ 상반기 고용률 68.1% 전국 시 단위 9년 연속 2위,neutral
국토부_ 2020 건설근로자 고용평가 결과 공개... 정규직 확대 등 개선,neutral
1분기 임금근로 일자리 43만개 증가 60대 이상이 증가분의 60% 차지,positive
당진시_ 상반기 고용률 68.1% '전국 2위,neutral
임금근로일자리_ 전년동기보다 늘었지만 지난분기보단 축소,neutral
5060 일자리 계속 느는데 2030 오히려 '감소',positive
올 40여차례 지원 모두 고배 '취준생의 한숨',positive
'코로나 여파' 사업체 종사자 5개월째 줄어 감소폭 줄었지만 재확산에 불확실성 (종합),positive
국내 기업 2 3분기 채용 계획 23만8천명 11년 만에 최저,positive
사업체 종사자 5개월 연속 하락했지만 개선세 뚜렷,neutral
코로나로 노동수요 1인당 월 2시간20분 감소 회복에 10개월 걸려,positive
코로나 고용절벽_ 구직난보다 심각 고용유지 지원해야,positive
코로나 일자리 충격_ 오래 간다 재택 확대가 '살 길',positive
'코로나 여파' 사업체 종사자 5개월째 줄어 감소폭은 최저,positive
코로나 고용 충격_ 과거보다 더 크고 오래간다,positive
기업들_ 3분기까지 채용 5.1% 줄인다 채용인원 23.8만 11년만에 최저(종합),positive
LG전자 유한킴벌리 대졸신입 인턴 모집 중,neutral
골프존뉴딘그룹_ 2020년 채용연계형 인턴십 공개 모집,neutral
토스_ 고객상담사 30여명 공개채용 1년 계약직 후 정규직 전환,positive
사람인 한국남부발전 등 주요 공기업 하반기 채용문 열려,positive
한국남부발전 등 하반기 공기업 채용문 열린다,positive
토스_ 고객 상담직 30명 공개채용 연내 80명 확충,neutral
토스 '연봉 4000만원 정규직' 상담직원 채용,positive
 비대면에 훨훨 네이버 카카오 하반기 총 300명 채용한다,positive
토스_ 고객 상담직 신입 경력 30명 공개 채용,positive
토스_ 고객상담 신입 경력 직원 30명 공개채용,positive
고용유지지원금_ 사상 첫 1조 돌파,positive
노조원 취준생_ 공정 마스크 쓰고 인국공 사태 규탄 ,positive
디지털 일자리등 청년 신규채용 1.1만명 인건비 지원,positive
청년 신규채용 중소기업에 1만1000여명 인건비 지원,positive
중기부_ 청년 신규채용 중소기업에 1만1천여명 인건비 지원,positive
중기부_ 청년 신규채용 중소기업 모집 1만1700명 채용 지원,positive
중기부_ 청년 채용 중기에 인건비 지원 총 1만1700명,positive
거리로 나온 인국공 반대 졸속 정규직화_ 원칙과 공정 무너졌다,positive
CHECK! REPORT,neutral
중기부-고용부_ 청년 채용 기업 인건비 지원,positive
부산시_ 노인 일자리로 안전한 마을 만든다,positive
< World Exchange Now > 증시_ 이번주 7월 고용지표 발표 주목,neutral
 콘텐츠산업 청년일자리 창출 리쇼어링 프로젝트 _ 참여기업 및 청년근로자 추가 모집,positive
논산시_ 코로나19극복 공공부문 일자리사업 추진,neutral
박영선 장관 벤처 고용인력_ 4대 대기업 육박 우리 경제 '버팀목',positive
대구 서구_ 대구형 희망일자리사업 시작,positive
중진공_ 2_000개 디지털 일자리에 190만원 지원,neutral
코로나 직격탄 관광업계 올해 신규 채용 어렵다고 봐야죠,positive
7조 투자 3만8000개 신규 고용 베일벗은 동서발전형 뉴딜 플랜,positive
셀트리온_ 인천 송도에 25조 투자 일자리 11만개 만든다,positive
해수부_ 수산분야 청년 디지털 일자리 지원사업 공모,positive
코로나_ 직업계 마저 삼켰다 취업률 10%대로 뚝 ,positive
메인비즈협회_ 중소기업 IT분야 청년 1000명 인건비 지원 개시,positive
'주 600달러 실업수당_ 독이냐 아니냐' 미국의 두뇌들도 설전,neutral
전북도_ 취업 취약계층 1만명 희망일자리 제공 ,neutral
'2.9조 투자해 2.4만명' 녹색혁신산업 일자리 만든다,positive
뉴욕증시_ 실업 지수 개선 속 부양책 주시 혼조 출발,neutral
고용부_ 올해 말까지 플랫폼노동 종사자 보호대책 만든다,neutral
용인시_ 우수 '일자리 창출기업' 뽑는다 풍성한 혜택,neutral
[뉴욕증시] 나스닥 신기록 행진_ '1만1000' 시대 열었다,positive
한경 하반기 비경제활동인구 증가_ 고용유연화 정책 필요,positive
[속보]7월 실업급여 지급액 1조2천억원 또 '역대 최대',positive
실업급여 1조2000억 또 사상 최대 제조업은 외환위기 수준,positive
예비유니콘기업_ 고용 22% 늘고 매출 53% 급성장,positive
20년 내 일자리 47% 사라진다? 빌 게이츠의 이유 있는 호소,positive
갈 길 먼 4차산업_ 인력 부족에 5년 후 보다 뒤쳐진다,positive
청년고용 한파라는데 4차산업혁명은 구인난 인재육성 필요 ,positive
미국 6월 구인건수 588만건 51만 ...코로나 이전엔 못미쳐,neutral
이재용 부회장_ '180조 투자 4만 고용' 약속 지킨다,positive
모두가 불가능하다던 '이재용의 그 약속' 2년만에 삼성이 ,neutral
'세상에 없는 직업' 50개 이상 만들어 청년 일자리 늘린다,positive
VR 콘텐츠 창작자_ 미래차 정비사 미래직업 50+ 개 발굴 육성,positive
홍남기 청년 고용불안 심각 새 직업 발굴하겠다,neutral
삼성 180조 투자 4만명 채용 약속_ 연내 초과 달성 전망,neutral
코로나 불확실성 여전 몸사린 5대 채용계획 못잡아,positive
경기도_ 취약계층에 전국 최대규모 '공공일자리 7만8807개 제공',positive
사회적 일자리 6만개? 질보다 양에 갇힌 정부,positive
경기도_ 코로나 피해 저소득층 위해 일자리 7만8000개 창출,neutral
7월 신규실업자 60만명 돌파 글로벌 위기 후 10년만에 최대,positive
한은 코로나 끝나도 실업률 높은수준서 고착_ 경기회복 제약,positive
7월 신규실업자 60만명 넘어섰다 7월 기준 10년 만에 최대치,positive
고용안정 강화라더니 대량 해고에 꼬여버린 '인천공항 직고용',positive
하반기 상장사 신입 채용계획 57.2% 그쳐_ 전년 9.6%P 팬데믹 고용쇼크 현실화 ,positive
혁신센터 거쳐간 8000여개 기업 2.2만개 일자리 만들었다,positive
생산_ 수출_ 일자리 모두 추락 초라한 대구경북 2분기 경제지표,positive
장애인 고용 앞장서는 맥도날드 채용 확대 나선다,positive
맥도날드_ 장애인 채용 확대 올 3분기 30명,positive
부자 소득 줄어 생긴 분배개선 재난지원금 빼면 양극화 더 심해져,positive
23 쏟은 일자리사업 `눈먼돈` 구분할 사업별 평가조차 공개하지 않아,neutral
항공업 등 특별고용지원업종에 고용유지지원금 60일 추가 지원,neutral
대량 실업 막아야 특고 지정기간 고용유지지원금 연장 ,neutral
이스타항공_ 700명 인력 감축 내달 직원 절반 해고할 듯,positive
'재매각 시동' 이스타항공_ 인력 구조조정 속도 낸다,positive
새주인 찾는 이스타항공 1300명 중 800명 감축,positive
중소기업 생산 내수 개선 고용시장 침체는 지속,positive
실리콘밸리 IT기업 91% 우리 일자리 전망은 밝다 ,neutral
국내 제조업 생산능력 2년 연속 감소 고용환경 악화 우려,positive
제조업 생산능력 2년 연속 감소세 국내 고용 발목,positive
상반기 지역 취업자 수 27만명 줄어 코로나 영향,positive
한해 실업급여 부정수급 2만건 이상 최대 3년간 지급 제한,neutral
코로나19 고용충격 대도시가 더 컸다,positive
코로나19 충격에 농촌보다 도시 일자리 더 줄었다,positive
'신의 직장' 은행마저 코로나에 단기계약직만 뽑았다,positive
구직급여 10년간 5번 속여 타면 3년 자격 박탈,positive
코로나 고용 타격_ 도시 청년층 서비스업에 더 집중됐다,positive
'좁아진 취업 문' 부산 중기 3곳 중 2곳 하반기 고용계획 없어,positive
이스타항공 노조 기업해체 수준 700명 인력감축 철회하라,positive
이스타노조 700명 감축 계획 철회하라 고용유지 노력해야,positive
이스타 조종사노조 700명 인력감축 계획 철회하라,positive
700명 인력감축 앞둔 이스타 항공업계 '실업대란' 현실화?,positive
[그래픽뉴스]공공기관 정규직 전환 15.8%만 경쟁채용,neutral
고용불안에 떠는 항공업계 이스타_ 금명간 희망퇴직 신청,positive
공공기관 18만5000명 정규직 됐다,neutral
첫 건설사 고용평가에서 신청 회사 절반이 '탈락',positive
공공기관 정규직화 19만7000명 중 94% 전환 완료,neutral
임금근로 일자리 동향 발표하는 통계청,neutral
공공분야 정규직 전환 선언 3년 목표 90% 이뤘지만 곳곳서 파열음,neutral
코로나19 여파에 올해 1분기 20 30대 임근근로 일자리 줄었다,neutral
코로나19 장기화로 항공업계 고용 불안 내달 이스타항공 대규모 구조조정,positive
 정부 출범후 공공부문서 19만7000명 정규직 됐다,positive
문재인 정부_ '공공부문 정규직 전환' 목표 96% 달성 19만7천명,neutral
 정부 출범 후 공공부문 비정규직 84%가 경쟁 없이 정규직됐다,neutral
 실업자 또 100만명 급증 '더블딥' 우려 커진다(종합),positive
[그래픽텔링]정규직 늘린다던 정부_ 무늬만 정규직 '중규직' 2배 늘었다,positive
울산고용지청_ 고용유지지원금 지급기간 연장,neutral
울산고용지청_ 여행 관광 운송업 등 특별고용지원 연장,neutral
딱 한번 쓴 '구직급여 60일 더' 저울질,neutral
[세쓸통]코로나19 시작된 1분기_ 항공업에 '지속 일자리' 가장 많았다,positive
코로나19 고용 충격 회복세? 2차 대란 '폭풍전야',positive
하반기에도 이어진 고용한파.. 기업_ 채용 1만명이상 줄인다,positive
Fed_ 물가 접고 일자리 지키겠다는데 고용 전망 암울,positive
기업들_ 3분기까지 채용 5.1% 줄인다 충원보다 '고용유지',positive
코로나 충격에 따른 근로 시간 감소_ 과거 위기의 5배,positive
7월 사업체종사자 13만8천명 감소 코로나19 여파에 5개월째 감소,neutral
한치 앞도 안보인다..채용문 꽁꽁 닫는 카드사,positive
토스_ 고객 상담직 신입 및 경력 30명 공개 채용,neutral
토스_ 연봉 3000만원 고객 상담직 공개채용,positive
현장 목소리 경청,neutral
임시일용 '빈 일자리' 전국에 9천개뿐 일할 데 없는 취약층,positive
하반기 직접일자리 154만개 공급 실업자 재취업도 지원,positive
'세금 일자리' 154만개 만들고 공무원 채용 재개,neutral
 4월 고용충격 지속땐 연말 실업급여적립금 바닥 ,positive
취업자 수 석달 연속 마이너스...실업급여 1조 돌파할 듯,positive
고용보험 6만명 감소 20 _ '양질의 일자리' 찾기 더 힘들다 [고용시장 코로나 충격 본격화],positive
5월 실업급여 1 받아갔다,positive
고용충격 2030 제조업 에 더 가혹 고용보험 12만명 줄어,positive
 기관 세곳중 한곳_ 장애인 의무고용 외면,positive
실업급여_ 5월 한달에 1 전년 34% 역대 최대,positive
서울 송파구_ 코로나19 위기 '1천 명'에게 희망 일자리 지원,neutral
실업급여 지급액 1조원 처음 넘어서 고용보험기금 고갈 경고등 ,positive
3개월째 자소서 수십장 쓰는 20 고깃집 알바도 41대 1,positive
5월 취업자 수 39만 2천 명 감소 청년 고용률 하락,positive
바늘구멍도 막혔다 청년실업 '팬데믹',positive
지난달 강원 고용률 1.9%p 실업률 0.6%p ,positive
서빙 알바도 20대 1 손님 없어 해고 취준생 한숨,positive
지방에 유독 독한 코로나 부산 실업률 20년 만에 최고,positive
경영난에 해고 줄이어 5월 실업률 사상 최악 4.5%,positive
'코로나 고용충격' 정점 5월 실업자 실업률 '역대 최악',positive
'최악 실업률' 받아본 정부_ 긍정적 측면 해석 이유,positive
`일시휴직` 석달째 100만명대 코로나 지속땐 실업자로 전락,positive
닫히는 채용문 봉쇄된 알바문 청년층 실업률 10% 넘어,positive
코로나19 여파 취업자 수 3개월 연속 감소 ,positive
최미진 경제위기 때마다 여성 먼저 해고 비정규직 비율 높은 게 근본 문제 ,positive
코로나19 충격 5월 제주지역 실업급여 역대 최대,positive
심화하는 제조업 고용 타격 5월 줄어든 일자리 절반이 30대,positive
제조업 덮친 고용 한파 없어진 일자리 절반이 20~30대층,positive
지난달 신규실업자 1999년 통계집계 후 가장 많아,positive
 신참 실업자 5월 73만명... 통계집계 이후 최대,positive
청년들 일자리 막은 코로나 구직급여 신청 38% 증가,positive
청년 실업급여 신청 급증_ 좁아진 취업 문,positive
5월 제조업 일자리_ 30대에서 가장 많이 줄었다,positive
청년 실업급여 신청 38% 증가 무급휴직 지원금 이 해고 막을까,positive
29세 이하 실업급여 신청자 지난달 38% 급증,positive
코로나 긴급 고용안정지원금_ 22일부터 현장 접수 시작,neutral
6개월 반짝 일하고 넉달간 724만원 실업급여에 중독,positive
 취업하고 싶어요 용인 일자리박람회 오전에만 500여명 몰려,neutral
[단독]' 정부 일자리'에 거덜난 고용보험 '3.1조' 빚내 채운다,positive
핵심노동인구 고용 더 위축,positive
[집중취재] 정부 지원 본격 군산형 일자리 남은 과제는?,neutral
전남도교육청_ 조선산업 맞춤형 인력양성 앞장,positive
인천공항공사_ 보안검색 직원 1900명 '청원경찰'로 직접 고용,neutral
인천공항공사_ 보안검색 직원 1천900명 '청원경찰'로 직접 고용,neutral
막판 1_902명 직접 고용 인천공항 정규직화 논란 속 마무리,neutral
한경연 최저임금 급격인상 근로자_ 일자리 더 잃었다 ,positive
 최저임금 인상_ 저임금 근로자 일자리 더 많이 뺏었다 ,positive
최저임금 25%인상땐 일자리 55만개 증발,positive
1인 가구 역대 최고지만 취업한 1인 가구 비중은 줄어,positive
취업 포기는 없다 전남 청년 내일로 힐링캠프 성료,neutral
지난해 취업여성 1인가구 비중 부쩍 늘어,neutral
공항 알바 할 걸 인천공항 정규직 전환에 취준생 '부글부글',positive
1인가구 취업자 전년 3.8% ...대졸 이상에 증가분 집중,neutral
공개 채용 소멸의 시대 구직자들_ 스타트업 노려라 권하는 이 사람,positive
1인 가구 600만 넘어...60세 이상 취업자 9만 가구 ,neutral
취준생들 인천공항 정규직화로 채용 축소 우려 반발,positive
인천공항 '떼쓰면 정규직' 역차별 논란 불붙이는 언론,positive
인천국제공항 정규직 전환 논란 청와대 국민청원 14만 넘어,positive
인천공항 직고용 반발 기류 청와대 청원 13만 명 넘어,positive
공기업 정규직화 중단을 국민청원 15만 돌파 의 전쟁 격화,positive
 인천공항 보안요원 직고용 노조 취준생 뿔났다,positive
마포구_ 7월 2일까지 코로나19 극복 희망일자리사업 참여자 모집,neutral
장수군_ 청년 실직자를 위한 생생지원금 지원,neutral
코로나에 근로시간 단축 지원금 신청도 급증,neutral
마포구_ 희망일자리사업 참여자 1288명 모집,neutral
비리 저질러 면직된 공직자 39명 불법 재취업,positive
군산시_ 코로나19 극복 공공일자리 참여자 1576명 모집,neutral
인천공항 정규직화 논란 취업준비생 차별? 이기주의?,positive
'석탄재 커피찌꺼기'로 '재활용 일자리' 창출한다,neutral
 인천공항 정규직화_ 청년 일자리 뺏는 것 아닌 기존 비정규직 전환 ,positive
역차별 호소 취준생들 '부러진 펜 운동' 전개 청와대 국민청원 22만 돌파,positive
 독서실서 소식 들어_ 의욕 상실했다 인천공항 취준생의 한숨,positive
'인천공항 로또취업' 공정성 우려 알바생도 공채로 정규직 되게 하자,positive
인국공 보안검색원 소방대 불만 폭발 취준생 역차별 반발,positive
서울 노원구_ 코로나19 극복 희망일자리 참여자 1381명 모집,neutral
인천공항 정규직 노조 직고용 반대 시위,positive
인천공항 정규직 노조 보안요원 직고용은 불공정,positive
정부 올해 공공일자리 94만 개...중단사업 속히 정상화,neutral
환경공단 가천대_ '청년 일자리 창출' 산학협력 MOU,neutral
뭐하러 일해요 '실업급여 중독' 확산 막을 방법 [여기는 논설실],positive
들불처럼 번진 '인국공 사태' 문제는?,positive
김용범 기재차관 공공일자리가 버팀목_ 94만여명 채용 ,neutral
2030 청년 분노하는 이유는  전문가들이 본 인국공 사태,positive
사그라지지 않는 '인국공 사태' 공시 준비 카페서 청년들 분노,positive
서울시 인권위_ `노숙인 공공일자리 축소안`에 제동,neutral
공정성으로 들끓는 '인국공' 논란 본질은 '일자리 양극화',positive
대구시_ '대구형 희망일자리 사업' 추진,positive
광주광역시_ 생활형 공공일자리 3565명 채용 완료,neutral
광주시_ 생활형 공공일자리 3565명 채용 완료,neutral
 코로나 충격 장기화 한경연 2분기 고용실적 역대 최저 ,positive
인천시_ 중소 중견기업 청년 채용...6개월 치 급여 지원,neutral
2월 빼면 채용 17개월째 감소 인국공 분노 뒤엔 취준생 좌절,positive
취준생의 울분 2년간 준비했지만 기회 박탈_ 그걸 따지는 겁니다,positive
한은 2030년 경제활동인구 전년대비 198만명 감소,positive
정태호 인국공 정규직화 타협 결과... 불만 있겠지만 불공정 아니다,neutral
고졸 인재 위해 괜찮은 일자리 발굴 중앙취업지원센터 개소,neutral
LH_ 60세 이상 '무지개 돌봄사원' 2천700명 채용,positive
공공 비정규직 62%_ 19만명 정규직 됐지만 모두 불만족,neutral
코로나로 일자리 끊긴 근로자 절반 정부 지원책 모른다 ,positive
일본도 '코로나 쇼크' 못 피했다...5월 완전실업자 200만명 육박,positive
1094명에게 뉴딜 공공일자리 청년 취업 징검다리 성동,neutral
'가뭄 든 채용' 3개월 연속 제조업 상용직 채용 36% 급감,positive
'인국공 청원경찰 40% 공채'...'국지청경' 취준생은 긍정 반응,neutral
[단독] 386 세대 일자리 과잉 점유로 비정규직 양산,positive
취준생 10명 중 6명 코로나19 취업난에 일단 비정규직이라도 취업,positive
중소기업 60% 내년 최저임금 인상되면 채용축소 감원 불가피,positive
이재갑 특고 포함 고용보험법 개정안 빠른 시일 내 제출,neutral
KB국민은행_ '2020 KB굿잡 우수기업 온라인 취업박람회' 개최,positive
커지는 집단감염 재확산 공포 갈길 먼 포스트 코로나 고용대책 ,positive
이재명표. 청년면접수당 신청 시작...7월31일까지,neutral
직원 대신 키오스크 점령 서비스업 일자리가 사라진다 [탐사기획 - 노동4.0 별 '일' 없습니까],positive
경북도_ 지역 중 장기 고용대책 수립 등 선제 대응,neutral
코로나19로 힘든 환경분야 취업_ 온라인 일자리 박람회로,positive
이재명의 청년면접수당 1일부터 신청 접수,neutral
경기도_ 오는 7월31일까지 '청년면접수당' 신청접수,neutral
코로나 취업난에 구직자 10명 중 6명 비정규직이라도 취업할래,positive
중소기업 35%가 하반기 직원 줄일 것,positive
[하반기 경제정책] 정부_ 올 취업자 증가 0명 전망 일자리 보강책은?,positive
얼어붙은 채용 구직자 58% 비정규직이라도 취업만 됐으면,positive
[3차 추경] 흔들리는 고용충격에 9조원 긴급 수혈,neutral
올해 실업급여 예산 `역대 최대` 13조원 급증,positive
[단독] 바닥 고용보험기금_ 공자기금 3조원으로 메꾼다,neutral
전국민 고용안전망 구축에 5조원 소상공인_ 위기 기업에 5조원 재정 투입 [3차 추경],neutral
'전국민 고용보험' '55만 긴급일자리' 등에 10조원 추경 30% 육박,neutral
[3차 추경] 올해 실업급여 예산 '역대 최대' 13조원으로 늘린다,neutral
[속보]952억원 규모 고용유지자금 융자 신설,neutral
특고 프리랜서 긴급지원금 이틀만에 12만명 쇄도 뜨거운 관심,neutral
[3차 추경] 고용노동부 추경 절반 이상이 구직급여,neutral
코로나 직격탄에 해외취업도 올스톱 해외 취준생 '아우성',positive
광명시 일자리위 청년위_ 코로나19 극복 희망일자리 발굴,neutral
[3차추경]일자리 지킨다면서  고용부 6조 예산 절반 '실업급여',positive
[단독] 부품업계 재고 쌓을 곳도 없다 제조업으로 번지는 고용 한파 ,positive
실업급여 한 달 1조원...코로나 고용 충격 실감 나네,positive
실업급여 `눈덩이`_ 1조원 처음 넘어,positive
코로나 한파에 실업급여 지급액 1조원 첫 돌파,positive
코로나 '일자리 충격' 실업급여 지급액 첫 1조원 돌파,positive
코로나 직격탄 20대..코로나 끝나도 '이력효과' 이어질 수 있어,positive
5월 실업급여 지급액 1조원 첫 돌파 코로나 고용 충격 계속,positive
제조업 심상치가 않다 고용보험 가입자 9개월째 감소,positive
2030 직장인 지난달 12.5만명 급감 '실직 충격' 제조업으로 확산,positive
실업급여 월 1 처음 넘었다,positive
5월 구직급여 지급액_ 사상 첫 1조원 넘어,positive
경북도_ 정부 3차추경 대비 '긴급 일자리' 창출 방안 논의,neutral
인원감축 대신 고통 분담했지만 실업자수 '사상 최대',positive
50만개 일자리 창출? 석달 새 100만개 일자리 사라졌다,positive
5월도 일자리 충격 역대 최고 실업률에 청년 고용난,positive
석 달 연속 취업자 감소...실업자 5월 기준 역대 최대,positive
 이젠 뭐 먹고 살아야 하나 능력 넘쳐도 직장서 잘리는 4050 [연중기획 - 피로사회 리포트],positive
알바만 늘고 청년일자리 줄어도 정부 고용상황 회복 조짐[코로나 고용대란],positive
[앵커의 눈] 코로나19 고용 한파는 현재진행형 임시 일용직 더 고통,positive
석 달 연속 취업자 감소 실업자 127만명 '사상 최대',positive
 바늘구멍 취업문 에 수시채용 확대 고개 숙인 구직자들,positive
'코로나 충격' 취업자 3개월째 감소,positive
5월 취업자 수 39만 2000명 감소 실업자 5월 기준 1999년 이후 최대,positive
5월 실업자 실업률 '역대 최고' 코로나발 실업대란 본격화?,positive
취업자 3개월 연속 감소 5월 실업률 최악,positive
아르바이트도 없어요 꽉 막힌 '청년 고용',positive
[퇴근길 한 컷] 5월 취업자 39만명 감소 실업자 역대 최대,positive
인건비 지원해 민간일자리 15만개 관건은 지속성,positive
코로나19로 실직자 대전 실업급여 전년비 30% 증가,positive
코로나 고용 한파 20대 가장 추웠다,positive
코로나발 고용충격_ 영세 자영업자 임시직에 직격탄,positive
실업급여 지급 역대 최고 떠나는 젊은 층 가속화,positive
지난달 구직급여 신청자 10명 중 4명이 '젊은 백수',positive
코로나 `여성일자리`에 더 독했다 남성일자리보다 더 큰 타격,positive
한번도 경험해보지 못한 `고용 한파`,positive
5월 신규실업자 73만 명대 최대...'경제 허리' 30 40대 일자리 '뚝',positive
청년 취업대란 실업급여 신청 38% 급증,positive
직원 있는 자영업자_ IMF환란 후 21년만에 최대 감소,positive
5월 신규 실업자 사상 최대인데 구직 의지 살아났다는 정부,positive
코로나19로 제조업 일자리 타격 감소분 절반 이상이 30대,positive
 경제의 허리 제조업 30대 일자리 절반 줄었다 복합적 원인,positive
지난달 신규실업자 73만5천 명...1999년 이후 가장 많아,positive
코로나 청년 취업난 29세 이하 실업급여 신청자 38% 급증,positive
고용타격 30 40대_ 제조업 집중 무너지는 '허리',positive
5월 줄어든 제조업 일자리 절반이 30대 연령대,positive
직원 둔 자영업자 20만 명 급감 21년 만에 최대,positive
채용 문 더 좁아진다 '묻지마 지원',positive
코로나 반중시위 홍콩 15년래 최악 실업난,positive
경남 코로나19 극복 일자리 2만 개 마련,neutral
일자리박람회에 1200여명 몰려 마스크 장갑 면접 이색 풍경,neutral
 취업하고 싶어요 ...용인시 일자리박람회 1200여명 몰려 성황,neutral
불법파견_ 간접고용을 넘어 비정규직 철폐 로 나아가기 위해,positive
 일자리 대물림 vs 유족 배려 ...산재 사망자 자녀 특채 놓고 대법원서 격론,positive
[집중취재] 여러 기업이 하나처럼 군산형 일자리 상생협약,neutral
코로나에도 뜨거운 채용설명회 열기,neutral
'코로나 고용절벽' 내몰린 3050,positive
 고용 개선_ 3050 경제활동참가율 높이는 게 관건 ,positive
 30 50대 고용둔화_ 성장잠재력 약화시켜 ,positive
'군산형 일자리' 참여 기업 협력망 구축해 영업이익 배가한다,neutral
미국_ 150만명 실업수당 신규신청 직전주 대비 5.8만 감소에 그쳐,positive
광주형 일자리 선도기업 경영난에 희망퇴직 하라 ,positive
새울원전 용접사 양성교육 취업 효과 `톡톡`,neutral
확진자 1명 발생 때 93명 실직 한국_ 일자리 지키기는 미흡,positive
양산시_ 코로나19 극복 희망일자리사업 참여자 모집,neutral
서울시50플러스재단_ 중장년 재취업 돕는다...노사발전재단과 MOU,neutral
인천공항공사_ 보안검색요원 1900여명 직고용,neutral
인천공항 비정규직 보안검색 1_900명 직고용한다,neutral
`공사 직고용` 확정 인천공항 보안검색요원 반발 왜?,neutral
경상대_ '경남형 스마트 일자리 전문인력 양성사업' 기관 선정,neutral
광주시_ 22일부터 상생일자리박람회 참여기업 모집,neutral
인천공항공사_ 비정규직 보안검색 요원 1900명 청원경찰 로 직접 고용,neutral
인천공항공사_ 비정규직 보안검색 요원 1900명 직접 고용한다,neutral
신분까지 바꿔 대대적 정규직화 인천공항공사 '직접고용' 논란,neutral
 인천공항 보안요원 40%_ 경쟁채용 통과해야 노조 반발,neutral
온라인광고 전문인력 교육부터 취업까지 한번에! ,neutral
인천공항 보안요원 40%_ 경쟁채용 통과해야 직고용 노조 반발,neutral
인천공항 보안요원 직고용 '후폭풍' 노노갈등 확산,neutral
 전국민고용보험은 정치적 구호 51.4% 사각지대인데 재원 마련 어려워 ,positive
구본환 인천공항 사장 정규직 전환시 고용안전 등 노력,neutral
인천공항공사_ 비정규직 2143명 직접고용 회의 이후 돌연 '청원경찰' 채용 논란,neutral
인천공항공사 정규직 전환 발표했지만_ 노동자들 반대,neutral
1인가구 10명 중 1명은 월 100만원도 못번다,positive
나홀로가구 600만 돌파 취업자 10명 중 4명 50대 이상,positive
지난해 1인가구 30%로 급증에 취업자 비중 감소 노인 취업 늘고 청년 줄고,positive
한경연 최저임금 급격인상_ 일자리 줄였다 노동계 영향 거의 없다 ,positive
1인가구 600만 시대_ 고령층은 정부일자리로 버텼다,positive
해외 공장은 고용유연성이 매력 일자리 15만개 빼앗겼다,positive
'나홀로 사는 월급쟁이' 3명 중 1명 수입 200만원 안돼,positive
민주노총 주장대로 하면 55만명 고용 감소,positive
1인가구 중 월 400만원 이상 '화려한 싱글' 12.2%뿐,positive
이게 공정한 나라냐...인천국제공항공사 정규직 전환 논란,positive
실업자 127만명인데 추경엔 155만명 반영,positive
